MGM_BLD_PK|FLR_MAIN_PURPS_CD|FLR_MAIN_PURPS_CD_NM|FLR_TOTAREA|FLR_RAT|MAIN_PURPS_CD|H_PSU|H_ETC
36110-5000050213|02005|부대시설|30.225|100|02000|-0|-0
36110-5000050221|01003|다가구주택|606.44|88.3186485108862|03000|0.520131515479986|0.699109652395084
36110-5000050222|17999|기타공장|750|100|17000|-0|-0
36110-5000050223|04208|사당|30.76|100|04000|-0|-0
36110-5000050224|04208|사당|8.43|100|04000|-0|-0
36110-5000050225|04208|사당|15.13|100|04000|-0|-0
36110-5000050226|04208|사당|46.23|100|04000|-0|-0
36110-5000050227|04208|사당|64.25|100|04000|-0|-0
36110-5000050241|01001|단독주택|66.5|100|01000|-0|-0
36110-5000050243|02001|아파트|2332.1987|100|02000|-0|-0
36110-5000050272|02001|아파트|4030.7734|100|02000|-0|-0
36110-5000050323|02001|아파트|4271.0278|100|02000|-0|-0
36110-5000050377|02001|아파트|2332.1987|100|02000|-0|-0
36110-5000050414|03001|소매점|6.12|100|03000|-0|-0
36110-5000050428|02005|부대시설|20.44|100|02000|-0|-0
36110-5000050431|03012|공중화장실|42.24|100|03000|-0|-0
36110-5000050432|03012|공중화장실|56.76|100|03000|-0|-0
36110-5000050433|03012|공중화장실|28.05|100|03000|-0|-0
36110-5000050441|01001|단독주택|99.66|100|01000|-0|-0
36110-5000050442|01001|단독주택|136.41|100|01000|-0|-0
36110-5000050444|01001|단독주택|146.01|100|01000|-0|-0
36110-5000050461|04001|일반음식점|276.02|100|04000|-0|-0
36110-5000050481|01001|단독주택|99.23|100|01000|-0|-0
36110-5000050482|04208|사당|1e-05|100|04000|-0|-0
36110-5000050502|04001|일반음식점|99.15|58.6166124741354|04000|0.978469812173809|0.978469812173809
36110-5000050521|14102|자치단체청사|11323.51|100|14000|-0|-0
36110-5000050541|01001|단독주택|67.36|100|01000|-0|-0
36110-5000050542|04001|일반음식점|280.74|86.4480369515012|04000|0.572383768898803|0.572383768898803
36110-5000050543|19001|주유소|1445.59|100|19000|-0|2.0615051401796
36110-5000050561|17999|기타공장|397.6|100|17000|-0|-0
36110-5000050565|01001|단독주택|90.7|100|01000|-0|-0
36110-5000050566|18101|일반창고|36.3|100|18000|-0|-0
36110-5000050581|04402|사무소|326.36|42.131081935892|04000|1.51386208213246|1.51386208213246
36110-5000050601|18101|일반창고|165|100|18000|-0|-0
36110-5000050622|18999|기타창고시설|168|100|18000|-0|-0
36110-5000050623|18999|기타창고시설|36|100|18000|-0|-0
36110-5000050624|01001|단독주택|108.7|100|01000|-0|-0
36110-5000050625|01001|단독주택|124.32|100|01000|-0|-0
36110-5000050661|18102|냉장창고|16.64|100|18000|-0|-0
36110-5000050681|01001|단독주택|147.95|100|01000|-0|-0
36110-5000050682|01001|단독주택|127.8|100|01000|-0|-0
36110-5000050702|04001|일반음식점|18.69|100|04000|-0|-0
36110-5000050722|01001|단독주택|55.08|100|01000|-0|-0
36110-5000050723|18101|일반창고|21.06|100|18000|-0|-0
36110-5000050724|01001|단독주택|3|100|01000|-0|-0
36110-5000050725|01001|단독주택|106.38|100|01000|-0|-0
36110-5000050741|02002|연립주택|951.35|62.7245814954738|02000|0.95276337890829|1.12415030596034
36110-5000050781|21999|기타동식물관련시설|42|100|21000|-0|-0
36110-5000050782|17100|일반공장|108|100|18000|-0|-0
36110-5000050784|18103|냉동창고|33|100|18000|-0|-0
36110-5000050785|18103|냉동창고|6|100|18000|-0|-0
36110-5000050801|01001|단독주택|99.54|100|01000|-0|-0
36110-5000050802|01001|단독주택|99.09|100|01000|-0|-0
36110-5000050803|02007|기숙사|169.54|50|17000|1|1
36110-5000050804|17999|기타공장|198|100|17000|-0|-0
36110-5000050805|17999|기타공장|198|100|17000|-0|-0
36110-5000050821|04402|사무소|246.4|100|04000|-0|-0
36110-5000050841|18999|기타창고시설|84|100|18000|-0|-0
36110-5000050842|03005|의원|1637.757|49.9383910317101|03000|1.49057475228336|1.98019040630822
36110-5000050865|01001|단독주택|98.98|100|01000|-0|-0
36110-5000050866|03005|의원|1428.142|49.9197274122585|03000|1.49314680718642|1.98500147477118
36110-5000050901|01001|단독주택|43.34001|100|01000|-0|5.41992559090009e-06
36110-5000050902|03001|소매점|199|100|03000|-0|-0
36110-5000050903|04402|사무소|62.54|100|04000|-0|-0
36110-5000050921|01001|단독주택|116.79|100|01000|-0|-0
36110-5000050922|01001|단독주택|115.17|100|01000|-0|-0
36110-5000050941|02001|아파트|2155.576|100|02000|-0|0.121919544410793
36110-5000051022|01001|단독주택|88.3|100|01000|-0|-0
36110-5000051041|17999|기타공장|395.76|100|17000|-0|-0
36110-5000051062|21101|축사|250|100|21000|-0|0.970950594454669
36110-5000051063|21101|축사|250|100|21000|-0|-0
36110-5000051065|01001|단독주택|137.76|100|01000|-0|-0
36110-5000051066|01001|단독주택|20.7|100|01000|-0|-0
36110-5000051081|01001|단독주택|114.19|100|01000|-0|-0
36110-5000051082|04402|사무소|450.4|100|04000|-0|-0
36110-5000051101|01001|단독주택|172.53|100|01000|-0|-0
36110-5000051141|04005|제조업소|97.5|100|04000|-0|-0
36110-5000051161|01001|단독주택|50.46|100|01000|-0|-0
36110-5000051162|04005|제조업소|142.29|51.1540120793788|04000|0.999615705818901|0.999615705818901
36110-5000051163|02003|다세대주택|637.8|100|02000|-0|0.236569468493387
36110-5000051172|02003|다세대주택|656.33|100|02000|-0|0.191326999288417
36110-5000051181|01001|단독주택|173.25|100|01000|-0|-0
36110-5000051182|21005|온실|235.8|57.0971959901206|21000|0.985417032875314|0.985417032875314
36110-5000051184|02001|아파트|10260.71|100|02000|-0|-0
36110-5000051283|02001|아파트|8479.3|100|02000|-0|-0
36110-5000051370|02001|아파트|8479.3|100|02000|-0|-0
36110-5000051457|02001|아파트|10260.71|100|02000|-0|-0
36110-5000051556|04999|기타제2종근린생활시설|282.93|100|04000|-0|-0
36110-5000051564|02001|아파트|8479.3|100|02000|-0|-0
36110-5000051651|02001|아파트|10260.71|100|02000|-0|-0
36110-5000051750|02001|아파트|7809.95|100|02000|-0|-0
36110-5000051825|02001|아파트|10260.71|100|02000|-0|-0
36110-5000051924|02001|아파트|6548.81|100|02000|-0|-0
36110-5000051987|02001|아파트|10260.71|100|02000|-0|-0
36110-5000052086|02001|아파트|10260.71|100|02000|-0|-0
36110-5000052185|02001|아파트|227.92|100|02000|-0|-0
36110-5000052186|02001|아파트|306.17|100|02000|-0|-0
36110-5000052187|02001|아파트|535.96|100|02000|-0|0.929201478145758
36110-5000052188|02001|아파트|854.58|100|02000|-0|0.978946595969212
36110-5000052189|02001|아파트|954.54|100|02000|-0|-0
36110-5000052190|02001|아파트|141.9|100|02000|-0|-0
36110-5000052191|02001|아파트|90.31|100|02000|-0|-0
36110-5000052192|02001|아파트|28.98|100|02000|-0|-0
36110-5000052193|02001|아파트|28.98|100|02000|-0|-0
36110-5000052197|02001|아파트|13.76|100|02000|-0|-0
36110-5000052202|21101|축사|130|100|21000|-0|-0
36110-5000052203|21101|축사|325|100|21000|-0|-0
36110-5000052221|01001|단독주택|146.76|100|01000|-0|-0
36110-5000052222|01001|단독주택|115.07|100|01000|-0|-0
36110-5000052261|01001|단독주택|166.66|100|01000|-0|0.995538586586073
36110-5000052262|01001|단독주택|89.22|100|01000|-0|-0
36110-5000052263|30003|폐기물재활용시설|33.06|100|30000|-0|-0
36110-5000052264|04299|기타종교집회장|62.04|100|04000|-0|-0
36110-5000052265|04299|기타종교집회장|7.29|100|04000|-0|-0
36110-5000052266|11201|노인복지시설|663.61|100|11000|-0|0.995318778020716
36110-5000052267|04001|일반음식점|226.62|100|04000|-0|-0
36110-5000052281|17302|물품 가공공장|322|100|17000|-0|-0
36110-5000052321|18999|기타창고시설|16.96|100|18000|-0|-0
36110-5000052341|01001|단독주택|49.47|100|01000|-0|-0
36110-5000052361|01001|단독주택|180.58|100|01000|-0|-0
36110-5000052362|01001|단독주택|10.05|100|01000|-0|-0
36110-5000052381|01001|단독주택|98.19|100|01000|-0|-0
36110-5000052383|02001|아파트|5763.0314|100|02000|-0|0.0725590674062753
36110-5000052436|02001|아파트|9356.4072|100|02000|-0|-0
36110-5000052521|02001|아파트|8062.34|100|02000|-0|0.0585052498863372
36110-5000052594|02001|아파트|6294.2519|100|02000|-0|-0
36110-5000052652|02001|아파트|9598.7265|100|02000|-0|-0
36110-5000052739|02001|아파트|6219.1797|100|02000|-0|0.0773787434102108
36110-5000052786|02001|아파트|7290.5141|100|02000|-0|0.067872040200748
36110-5000052841|02001|아파트|7290.5141|100|02000|-0|0.067872040200748
36110-5000052896|02001|아파트|8268.1597|100|02000|-0|-0
36110-5000052971|02001|아파트|5763.0314|100|02000|-0|0.0725590674062753
36110-5000053024|02001|아파트|5323.6114|100|02000|-0|0.0774562709824975
36110-5000053073|02001|아파트|9022.7498|100|02000|-0|-0
36110-5000053155|02001|아파트|5982.7414|100|02000|-0|0.0703526634657445
36110-5000053210|02001|아파트|6159.02|100|02000|-0|-0
36110-5000053267|02001|아파트|4664.4814|100|02000|-0|0.0863235076998794
36110-5000053310|04999|기타제2종근린생활시설|445.5|100|04000|-0|-0
36110-5000053321|04999|기타제2종근린생활시설|364.5|100|04000|-0|-0
36110-5000053330|02001|아파트|8597.7543|100|02000|-0|-0
36110-5000053408|02001|아파트|9167.6954|100|02000|-0|-0
36110-5000053492|02001|아파트|9406.9969|100|02000|-0|-0
36110-5000053577|02001|아파트|9406.9969|100|02000|-0|-0
36110-5000053662|02001|아파트|8887.6455|100|02000|-0|-0
36110-5000053742|02001|아파트|5854.8319|100|02000|-0|-0
36110-5000053796|04999|기타제2종근린생활시설|1242.66|100|04000|-0|0.999472562030691
36110-5000053815|02001|아파트|399.5965|100|02000|-0|-0
36110-5000053816|02001|아파트|18|100|02000|-0|-0
36110-5000053817|02001|아파트|18|100|02000|-0|-0
36110-5000053818|02001|아파트|44.283|100|02000|-0|-0
36110-5000053819|02001|아파트|150.5892|100|02000|-0|-0
36110-5000053821|02001|아파트|6818.9471|100|02000|-0|-0
36110-5000053904|02001|아파트|7143.3091|100|02000|-0|-0
36110-5000053992|02001|아파트|6075.4136|100|02000|-0|-0
36110-5000054065|02001|아파트|372.2|100|04000|-0|-0
36110-5000054072|02001|아파트|6945.7069|100|02000|-0|0.0667606276777815
36110-5000054157|02001|아파트|6581.2314|100|02000|-0|-0
36110-5000054236|02001|아파트|436|100|02000|-0|1.95275818845858
36110-5000054237|02001|아파트|27.6|100|02000|-0|-0
36110-5000054261|01001|단독주택|62.47|100|01000|-0|-0
36110-5000054281|04001|일반음식점|312|100|04000|-0|0.956025601440468
36110-5000054301|17999|기타공장|480|100|17000|-0|-0
36110-5000054302|04499|기타사무소|534.015|22.0995195351782|03000|2.40865741426051|2.40865741426051
36110-5000054325|03001|소매점|51.1|100|03000|-0|-0
36110-5000054326|03001|소매점|99|100|03000|-0|-0
36110-5000054341|01001|단독주택|152.74|100|01000|-0|0.864501454458887
36110-5000054361|01001|단독주택|47.7|100|01000|-0|-0
36110-5000054382|17999|기타공장|330|100|17000|-0|0.906184695847377
36110-5000054401|01001|단독주택|92.07|100|01000|-0|-0
36110-5000054402|18999|기타창고시설|30.6|100|18000|-0|-0
36110-5000054421|07104|대형점|30534.46|100|07000|-0|1.62444874738191
36110-5000054441|04005|제조업소|189|100|04000|-0|-0
36110-5000054461|04402|사무소|28|100|04000|-0|-0
36110-5000054462|04001|일반음식점|152.04|61.0038919873209|04000|0.964774427551072|0.964774427551072
36110-5000054482|02001|아파트|8410.2588|100|02000|-0|-0
36110-5000054558|02001|아파트|7847.9553|100|02000|-0|-0
36110-5000054637|02001|아파트|5917.7052|100|02000|-0|-0
36110-5000054709|02001|아파트|5923.0958|100|02000|-0|-0
36110-5000054781|04999|기타제2종근린생활시설|20.4532|100|04000|-0|-0
36110-5000054789|02001|아파트|9225.04469999999|100|02000|-0|-0
36110-5000054872|02001|아파트|9597.01949999999|100|02000|-0|-0
36110-5000054959|02001|아파트|294.5477|100|02000|-0|1.24392539371255
36110-5000054960|02001|아파트|20.59|100|02000|-0|1
36110-5000054962|02001|아파트|1e-05|100|02000|-0|-0
36110-5000054963|02001|아파트|13.58|100|02000|-0|-0
36110-5000054987|01001|단독주택|99.98|100|01000|-0|-0
36110-5000055002|02003|다세대주택|603.66|100|02000|-0|0.263561257635535
36110-5000055021|01001|단독주택|115.35|100|01000|-0|-0
36110-5000055042|18103|냉동창고|16.5|100|18000|-0|-0
36110-5000055061|04402|사무소|369.72|77.5549588857191|04000|0.768210963160722|0.768210963160722
36110-5000055081|01003|다가구주택|328.22|84.7767578094731|01000|0.615398859645199|1.39113302292296
36110-5000055082|17301|물품 제조공장|490.9|100|17000|-0|0.138939838103844
36110-5000055101|03005|의원|2340.72|27.1131940406387|03000|2.26812868313791|2.5392606235443
36110-5000055149|03005|의원|154.07|50|03000|1.76096404744368|1.76096404744368
36110-5000055162|21101|축사|720|100|21000|-0|-0
36110-5000055163|21101|축사|720|100|21000|-0|-0
36110-5000055164|21299|기타가축시설|144|100|21000|-0|-0
36110-5000055165|21204|가축용창고|655.48|100|21000|-0|0.99996569906451
36110-5000055166|04203|사찰|187.32|100|04000|-0|-0
36110-5000055181|17301|물품 제조공장|31871.01|100|17000|-0|2.5281598192285
36110-5000055182|17999|기타공장|527.72|100|17000|-0|-0
36110-5000055183|17999|기타공장|64.51|100|17000|-0|-0
36110-5000055184|17999|기타공장|79.04|100|17000|-0|-0
36110-5000055185|17999|기타공장|42.64|100|17000|-0|-0
36110-5000055186|01002|다중주택|255.02|100|01000|-0|-0
36110-5000055187|01002|다중주택|264.88|100|01000|-0|-0
36110-5000055201|04402|사무소|461.54|62.6862428185312|04000|0.953050774727122|0.953050774727122
36110-5000055203|17999|기타공장|1496|100|17000|-0|-0
36110-5000055204|17999|기타공장|133.83|100|17000|-0|-0
36110-5000055221|21101|축사|62.72|100|21000|-0|0.676941869780886
36110-5000055241|03021|마을회관|17.5|100|03000|-0|-0
36110-5000055242|04001|일반음식점|652.13|100|04000|-0|-0
36110-5000055243|01001|단독주택|12|100|01000|-0|-0
36110-5000055261|04001|일반음식점|3826.54|57.9295164188685|04000|1.79976470147858|2.32764044498822
36110-5000055309|04402|사무소|93.71|51.5768616874897|04000|0.999282430862676|0.999282430862676
36110-5000055321|03001|소매점|49.2|100|03000|-0|-0
36110-5000055322|04001|일반음식점|370.2|100|04000|-0|-0
36110-5000055323|01001|단독주택|133.87|100|01000|-0|-0
36110-5000055341|02002|연립주택|1122.24|100|02000|-0|-0
36110-5000055361|17301|물품 제조공장|3223.3|100|17000|-0|0.5481260171232
36110-5000055362|17999|기타공장|414.5|100|17000|-0|-0
36110-5000055382|14199|기타공공업무시설|4643.5|86.1905751854299|14000|0.579225976534114|0.579225976534114
36110-5000055383|02007|기숙사|790.4|38.0930349121894|10000|1.93989604393422|1.93989604393422
36110-5000055401|01001|단독주택|94.74|100|01000|-0|-0
36110-5000055402|01001|단독주택|96.15|100|01000|-0|-0
36110-5000055421|18999|기타창고시설|78.21|100|18000|-0|-0
36110-5000055441|01001|단독주택|139.99|100|01000|-0|-0
36110-5000055442|01001|단독주택|175.15|100|01000|-0|-0
36110-5000055461|03001|소매점|170.97|52.724581367379|03000|0.997857014515382|1.25068737838511
36110-5000055482|19001|주유소|719.62|100|19000|-0|1.96556290378721
36110-5000055483|19001|주유소|79.61|100|19000|-0|-0
36110-5000055501|04001|일반음식점|127.03|53.7761408856151|04000|0.995881732921841|0.995881732921841
36110-5000055521|02001|아파트|4732.76|57.3667183433717|02000|1.65945595927489|1.71549007978507
36110-5000055701|04402|사무소|146.74|55.5791227937278|01000|0.991000028009568|1.70897688794981
36110-5000055722|11103|어린이집|1377.96|100|11000|-0|-0
36110-5000055728|04010|학원|391.19|66.8723717050156|04000|0.916225033900794|0.916225033900794
36110-5000055737|18999|기타창고시설|567|100|18000|-0|-0
36110-5000055738|18102|냉장창고|324|50|18000|1|1
36110-5000055741|01003|다가구주택|433.84|100|01000|-0|1.12107458974475
36110-5000055742|01003|다가구주택|433.27|100|01000|-0|1.12038268495898
36110-5000055761|04001|일반음식점|408.72|100|04000|-0|-0
36110-5000055782|02001|아파트|6669.0104|100|02000|-0|-0
36110-5000055839|02001|아파트|4660.625|100|02000|-0|0.10621949405581
36110-5000055882|02001|아파트|9052.4345|100|02000|-0|-0
36110-5000055961|02001|아파트|6669.0104|100|02000|-0|-0
36110-5000056018|02001|아파트|5256.9971|100|02000|-0|0.386042593804499
36110-5000056064|02001|아파트|7379.6861|100|02000|-0|-0
36110-5000056127|02001|아파트|7379.6861|100|02000|-0|-0
36110-5000056190|02001|아파트|5645.3573|100|02000|-0|0.0909061355955716
36110-5000056242|04999|기타제2종근린생활시설|182.25|100|04000|-0|-0
36110-5000056247|04999|기타제2종근린생활시설|259.2|100|04000|-0|-0
36110-5000056254|02001|아파트|17.64|100|02000|-0|-0
36110-5000056255|02001|아파트|17.64|100|02000|-0|-0
36110-5000056256|02001|아파트|8.41|100|02000|-0|-0
36110-5000056257|02001|아파트|54.584|100|02000|-0|-0
36110-5000056259|02001|아파트|5862.8966|100|02000|-0|-0
36110-5000056313|02001|아파트|5782.3502|100|02000|-0|-0
36110-5000056366|02001|아파트|7022.6868|100|02000|-0|0.043495812262149
36110-5000056430|02001|아파트|6535.8226|100|02000|-0|-0
36110-5000056479|02001|아파트|9340.5806|100|02000|-0|-0
36110-5000056548|02001|아파트|8163.1048|100|02000|-0|-0
36110-5000056609|02001|아파트|7078.25|100|02000|-0|-0
36110-5000056662|02001|아파트|7170.871|100|02000|-0|-0
36110-5000056715|02001|아파트|6535.8226|100|02000|-0|-0
36110-5000056764|04999|기타제2종근린생활시설|624.3|100|04000|-0|-0
36110-5000056793|02001|아파트|7794.634|100|02000|-0|-0
36110-5000056857|02001|아파트|17.64|100|02000|-0|-0
36110-5000056858|02001|아파트|17.64|100|02000|-0|-0
36110-5000056859|02001|아파트|9.3025|100|02000|-0|-0
36110-5000056860|02001|아파트|38.4|100|02000|-0|-0
36110-5000056861|01003|다가구주택|620.22|87.1646405733961|03000|0.552905560163204|1.34712581550659
36110-5000056862|03001|소매점|197.4|100|03000|-0|-0
36110-5000056864|04001|일반음식점|199.5|100|04000|-0|-0
36110-5000056865|01001|단독주택|88.15|100|01000|-0|-0
36110-5000056881|01001|단독주택|73.56|100|01000|-0|-0
36110-5000056921|04402|사무소|452.77|59.4803010995652|04000|1.37294608063064|1.37294608063064
36110-5000056922|03001|소매점|322|100|03000|-0|-0
36110-5000056923|01001|단독주택|98.63|100|01000|-0|-0
36110-5000056941|01001|단독주택|56.64|100|01000|-0|-0
36110-5000056961|01003|다가구주택|637.64|87.6216127081845|01000|0.540140561564263|1.34186826783254
36110-5000056962|04001|일반음식점|74.38|50.2465716408836|04000|0.99998245745717|0.99998245745717
36110-5000056982|17999|기타공장|2211.8|100|17000|-0|0.999962440277169
36110-5000057001|04006|수리점|96|100|04000|-0|-0
36110-5000057003|04005|제조업소|168|100|04000|-0|0.920658406502853
36110-5000057004|04005|제조업소|158.4|100|04000|-0|-0
36110-5000057005|04005|제조업소|158.4|100|04000|-0|-0
36110-5000057024|01001|단독주택|94.1|100|01000|-0|-0
36110-5000057041|03005|의원|912.7|43.9357835704142|03000|1.91844209610376|1.91844209610376
36110-5000057053|03001|소매점|129.71|100|03000|-0|-0
36110-5000057054|03001|소매점|129.71|100|03000|-0|-0
36110-5000057061|01001|단독주택|140.35|100|01000|-0|-0
36110-5000057062|03001|소매점|129.71|100|03000|-0|-0
36110-5000057063|03001|소매점|129.71|100|03000|-0|-0
36110-5000057081|04001|일반음식점|3937.81|67.4216728846671|04000|0.910560024549997|1.26325935130801
36110-5000057142|21101|축사|1158.5|100|21000|-0|-0
36110-5000057143|21101|축사|1540|100|21000|-0|-0
36110-5000057144|21101|축사|1540|100|21000|-0|-0
36110-5000057145|21101|축사|2250|100|21000|-0|-0
36110-5000057146|21101|축사|750|100|21000|-0|-0
36110-5000057147|21101|축사|640|100|21000|-0|1
36110-5000057148|21101|축사|1158.5|100|21000|-0|-0
36110-5000057149|21101|축사|1158.5|100|21000|-0|-0
36110-5000057150|21101|축사|1158.5|100|21000|-0|-0
36110-5000057152|21999|기타동식물관련시설|124.2|100|21000|-0|-0
36110-5000057161|10102|중학교|14190.68|100|10000|-0|-0
36110-5000057182|10103|고등학교|14224.23|100|10000|-0|-0
36110-5000057183|02007|기숙사|5528.44|100|02000|-0|-0
36110-5000057184|17999|기타공장|36.8|100|17000|-0|-0
36110-5000057185|10103|고등학교|17864|100|10000|-0|-0
36110-5000057186|02001|아파트|6611.4768|72.7556529987204|02000|1.11688725888905|1.11688725888905
36110-5000057407|10102|중학교|13254.77|100|10000|-0|-0
36110-5000057408|10102|중학교|27.78|100|10000|-0|-0
36110-5000057421|01003|다가구주택|329.07|84.9651432997676|01000|0.75459173434543|0.845400017102106
36110-5000057422|10103|고등학교|15336.8|100|10000|-0|-0
36110-5000057441|04001|일반음식점|144.33|100|04000|-0|-0
36110-5000057442|14299|기타일반업무시설|18.36|100|14000|-0|-0
36110-5000057443|14299|기타일반업무시설|12.96|100|14000|-0|-0
36110-5000057461|04402|사무소|364.42|73.8200380828911|04000|0.829449898186538|0.829449898186538
36110-5000057462|20999|기타자동차관련시설|84.42|100|20000|-0|-0
36110-5000057463|04402|사무소|67.76|100|04000|-0|-0
36110-5000057481|10107|유치원|1940.82|100|10000|-0|-0
36110-5000057482|04402|사무소|109.56|100|04000|-0|-0
36110-5000057502|10101|초등학교|11985.47|100|10000|-0|-0
36110-5000057503|10107|유치원|2268.4|100|10000|-0|-0
36110-5000057521|04203|사찰|49.5|100|04000|-0|-0
36110-5000057523|10101|초등학교|13193.65|100|10000|-0|2.25935045044885
36110-5000057524|10107|유치원|2741.34|100|10000|-0|1.58495452024845
36110-5000057541|01003|다가구주택|176.03|100|01000|-0|0.983726218864631
36110-5000057542|01003|다가구주택|65.52|100|01000|-0|-0
36110-5000057563|01001|단독주택|158.52|100|01000|-0|0.620812467906897
36110-5000057565|10107|유치원|2647.97|100|10000|-0|-0
36110-5000057566|10101|초등학교|12268.21|100|10000|-0|-0
36110-5000057567|10103|고등학교|14122.61|100|10000|-0|-0
36110-5000057581|03001|소매점|126.8|100|03000|-0|-0
36110-5000057602|17999|기타공장|1408.21|100|17000|-0|0.284613010471216
36110-5000057603|17999|기타공장|895.32|100|17000|-0|0.434308286303549
36110-5000057621|03001|소매점|1068.33|43.6942998188146|03000|1.59435215313718|2.03103449950159
36110-5000057644|01001|단독주택|191.04|100|01000|-0|-0
36110-5000057645|10104|대학교|11087.95|100|10000|-0|0.777115896712935
36110-5000057661|01001|단독주택|149.28|100|01000|-0|-0
36110-5000057662|10102|중학교|13876.61|100|10000|-0|0.0266044386202556
36110-5000057682|10101|초등학교|10610.13|100|10000|-0|-0
36110-5000057683|10107|유치원|2881.71|100|10000|-0|-0
36110-5000057701|01001|단독주택|84.69|100|01000|-0|-0
36110-5000057741|01001|단독주택|114.85|100|01000|-0|-0
36110-5000057743|04005|제조업소|198|100|04000|-0|-0
36110-5000057744|04005|제조업소|198|100|04000|-0|-0
36110-5000057761|10101|초등학교|4773.95|100|10000|-0|-0
36110-5000057781|01001|단독주택|193.65|100|01000|-0|-0
36110-5000057782|04001|일반음식점|232.33|59.5260056366897|04000|0.973655844079632|1.30361686996233
36110-5000057801|01001|단독주택|214.8|100|01000|-0|1
36110-5000057822|01001|단독주택|268.68|100|01000|-0|-0
36110-5000057823|03001|소매점|5.76|100|03000|-0|-0
36110-5000057841|01003|다가구주택|455.51|92.3767998377611|01000|0.388761219435844|1.49995498608626
36110-5000057861|03001|소매점|227.64|50|03000|1|1
36110-5000057901|03022|마을공동작업소|66.24|100|03000|-0|-0
36110-5000057921|18999|기타창고시설|198|100|18000|-0|-0
36110-5000057923|02001|아파트|4904.127|100|02000|-0|-0
36110-5000057982|02001|아파트|8188.1018|100|02000|-0|-0
36110-5000058056|02001|아파트|4110.2372|100|02000|-0|-0
36110-5000058117|02001|아파트|8188.1018|100|02000|-0|-0
36110-5000058191|02001|아파트|6602.3075|100|02000|-0|-0
36110-5000058250|02001|아파트|4307.8084|100|02000|-0|-0
36110-5000058289|02001|아파트|4927.487|100|02000|-0|-0
36110-5000058348|02001|아파트|4860.4028|100|02000|-0|-0
36110-5000058406|02001|아파트|6071.7979|100|02000|-0|-0
36110-5000058480|02001|아파트|360.4797|100|02000|-0|0.971682101235469
36110-5000058481|02001|아파트|187.7763|100|02000|-0|-0
36110-5000058486|02001|아파트|28.3265|100|02000|-0|-0
36110-5000058487|02001|아파트|5.603|100|02000|-0|-0
36110-5000058488|04402|사무소|98.7|100|04000|-0|-0
36110-5000058489|03002|휴게음식점|225.92|100|03000|-0|-0
36110-5000058501|10103|고등학교|1014.61|100|10000|-0|0.388865032413077
36110-5000058521|01001|단독주택|165.68|100|01000|-0|-0
36110-5000058541|01001|단독주택|119.8|100|01000|-0|-0
36110-5000058579|04001|일반음식점|120.12|38.426103646833|01000|1.55960323342016|1.55960323342016
36110-5000058580|01001|단독주택|229.82|100|01000|-0|-0
36110-5000058581|19001|주유소|14.7|100|19000|-0|-0
36110-5000058601|04001|일반음식점|360.58|100|04000|-0|-0
36110-5000058603|04001|일반음식점|1761.53|100|04000|-0|-0
36110-5000058618|04001|일반음식점|1761.53|100|04000|-0|-0
36110-5000058633|19999|기타위험물저장처리시설|29.05|100|19000|-0|-0
36110-5000058642|01001|단독주택|67.32|100|01000|-0|-0
36110-5000058643|01001|단독주택|38.88|100|01000|-0|-0
36110-5000058661|03001|소매점|226.7|50|03000|1|1
36110-5000058662|03001|소매점|226.7|50|03000|1|1
36110-5000058682|01001|단독주택|170.05|100|01000|-0|-0
36110-5000058683|01001|단독주택|30|100|01000|-0|-0
36110-5000058701|10103|고등학교|16341.63|100|10000|-0|-0
36110-5000058703|01001|단독주택|140.41|100|01000|-0|-0
36110-5000058705|01001|단독주택|120.65|100|01000|-0|-0
36110-5000058707|01001|단독주택|120.65|100|01000|-0|-0
36110-5000058709|04402|사무소|96|100|04000|-0|-0
36110-5000058722|21999|기타동식물관련시설|1257.71|100|21000|-0|-0
36110-5000058723|21999|기타동식물관련시설|1329.75|100|21000|-0|-0
36110-5000058724|21999|기타동식물관련시설|696.25|100|21000|-0|0.733773978682845
36110-5000058725|21999|기타동식물관련시설|10|100|21000|-0|-0
36110-5000058741|04005|제조업소|270|100|04000|-0|-0
36110-5000058742|04203|사찰|65.8|100|04000|-0|-0
36110-5000058743|04001|일반음식점|45.98|100|04000|-0|-0
36110-5000058761|04006|수리점|148.00002|100|04000|-0|-0
36110-5000058782|01001|단독주택|21.1|51.5010983646571|04000|0.999349738417672|0.999349738417672
36110-5000058801|03024|지역아동센터|29.6|100|03000|-0|-0
36110-5000058803|01001|단독주택|62.67|100|01000|-0|-0
36110-5000058822|21101|축사|96|100|21000|-0|-0
36110-5000058823|21101|축사|324.45|100|21000|-0|-0
36110-5000058841|01001|단독주택|131.2|100|01000|-0|-0
36110-5000058861|||336.96|100||-0|-0
36110-5000058882|17999|기타공장|492|100|17000|-0|-0
36110-5000058883|17999|기타공장|495|100|17000|-0|0.38778005364953
36110-5000058884|17999|기타공장|495|100|17000|-0|-0
36110-5000058901|01001|단독주택|102.78|100|01000|-0|0.554726282875405
36110-5000058921|17999|기타공장|2974.96|100|17000|-0|-0
36110-5000058922|17999|기타공장|1096.34|100|17000|-0|-0
36110-5000058941|04001|일반음식점|78.58|100|04000|-0|-0
36110-5000058961|21999|기타동식물관련시설|8|100|21000|-0|-0
36110-5000058962|21101|축사|65.1|100|21000|-0|-0
